"id","n.scoring","scoring.mix","scoring.delicious","scoring.service","scoring.atom","n.view","n.favorite","n.share","shop.summary"
"76165",4,"35",9,12,9,16150,2,1,"        麥味登 Cafe&Brunch (信義店)是一個有高價位、朋友聚會、吃吃喝喝的西式早餐      "
"56850",2,"35",8,8,8,13260,2,1,"        麥味登 Cafe&Brunch (鷺江店)是一個有中價位、早午餐、早餐的西式早餐，網友認為值得推薦的有：胚芽豆漿      "
"113508",1,"35",15,10,5,8092,2,1,"        人見人愛早餐店是一個有可帶寵物、免服務費、朋友聚會的西式早餐，網友認為值得推薦的有：玉米蛋餅/蘿蔔糕蛋餅      "
"117076",2,"40",15,15,15,9510,2,1,"        永和豆漿大王是一個有早餐、中式早餐的中式早餐      "
"115926",2,"35",13,8,5,10595,2,1,"        巧沛東方美是一個有早餐、西式早餐的西式早餐，網友認為值得推薦的有：培根河粉蛋餅      "
"77589",1,"35",15,10,10,15041,2,1,"        麥味登 Cafe&Brunch (正旺店)是一個有早午餐、小吃店的西式早餐，網友認為值得推薦的有：班尼迪克蛋      "
"584785",3,"40",15,15,10,9277,2,1,"        早安！美芝城 (中壢中華店)是一個有早餐、其他類型早餐的西式早餐      "
"579086",1,"35",10,10,5,19680,2,1,"        麥味登 Cafe&Brunch (新海店)是一個有平價、免服務費、吃吃喝喝的西式早餐，網友認為值得推薦的有：法式套餐、幸福套餐      "
"436428",6,"35",10,9,6,16175,2,1,"        可大可小是一個有師大、早餐的其他類型早餐      "
"628396",10,"35",20,20,10,7851,2,1,"        鄉村漢堡是一個有早餐、中式早餐的中式早餐      "
"623982",2,"40",15,15,5,6527,2,1,"        TODO元氣<U+306E>早午餐是一個有早餐、西式早餐的西式早餐      "
"632506",1,"35",0,0,0,4571,2,1,"        阿仙早餐店是一個有早餐、中式早餐的中式早餐      "
"1031034",1,"35",5,10,0,2217,2,1,"        小籠包專賣店是一個有早餐、中式早餐的中式早餐      "
"1059858",1,"35",15,15,10,2202,2,1,"        新莊熊記燒餅油條專賣店是一個有早餐、中式早餐的中式早餐      "
"1053792",2,"40",15,15,10,3273,2,1,"        品香豆漿是一個有早餐、中式早餐的中式早餐      "
"1164746",9,"45",16,15,16,1053643,6,5,"        『充滿溫度的空間，充滿情感的料理』2016年《只是一隻熊》秉持著這樣的信念，開幕了第一家早午餐餐廳。除了健康和美味不斷創新的挑戰，更想帶給大家一份吃進心裏的溫暖。想要你一個人來，兩個人來，一家人來，一群朋友來，都能在最舒服自在的環境裡享受我們用心的餐點、咖啡、飲品、甜點。除了餐點的用心，店內的各個角落滿是我們的巧思。每間店設計了不一樣的主題風格，讓愛美食、愛攝影、愛手繪風格的你們，在這充滿驚喜的氛圍裡用餐。      "
"935254",1,"35",15,15,10,12198,2,1,"        美式早餐屋 (八德興豐店)是一個有早餐、西式早餐的西式早餐      "
"961130",1,"35",15,15,10,5387,2,1,"        四結國小旁      "
"971450",2,"35",10,10,5,4739,2,1,"        北斗鎮公所無名大腸麵線是一個有特製辣椒、銅板美食、北斗美食的中式早餐，網友認為值得推薦的有：魯大腸、大腸麵線      "
"993626",1,"35",15,10,5,6883,2,1,"        香香饅頭是一個有中華路、台北、南機場夜市的中式早餐，網友認為值得推薦的有：紅糖饅頭      "
"995674",1,"35",10,5,5,4287,2,1,"        五奇自助早點是一個有蛋餅、早餐、早點的中式早餐      "
"942988",2,"35",8,5,5,5115,12,1,"        蛋蛋早午餐是一個有早餐、西式早餐的西式早餐      "
"1022278",1,"35",5,10,10,6681,2,1,"        apple 203 (彰化華山店)是一個有APPLE、套餐、鐵板麵的西式早餐，網友認為值得推薦的有：芙蓉蛋捲      "
"1131065",1,"45",20,20,20,2088,1,1,"        早安，紐約是一個有三重、美式餐廳、分享的西式早餐，網友認為值得推薦的有：鮮奶茶、惡霸漢堡      "
"1100396",1,"35",10,5,5,2351,2,1,"        禾豐蔬食煎餃專賣店 (禾豐 健康 早點 天然 手工 禾<U+4E2F>)是一個有早餐、中式早餐的中式早餐      "
"1175327",1,"35",5,5,10,2910,3,1,"        六吋盤早午＝ (鳳山文中店)是一個有新開幕、鳳山、早午餐的早午餐，網友認為值得推薦的有：瑞士小肉丸、炸雞      "
"1210379",2,"35",10,10,10,1112,1,1,"        日光徐徐台南郡王店是一個有日光徐徐、簡餐、早餐的早午餐      "
"68023",1,"35",15,10,10,14386,1,1,"        麥味登 Cafe&Brunch (圓滿店)是一個有平價、輕食、早午餐的西式早餐，網友認為值得推薦的有：幸福套餐、藍帶豬排堡      "
"60244",1,"35",15,15,10,12960,1,1,"        瑞麟美而美 (彰南路)是一個有平價、單點式、早午餐的西式早餐，網友認為值得推薦的有：熱狗起司捲      "
"93193",1,"35",5,15,5,6773,1,1,"        瑞麟美而美 (和社店)是一個有平價、吃吃喝喝、單點式的西式早餐      "
"114654",1,"35",15,15,10,8719,1,1,"        南寮早餐店是一個有平價、中式早點、吃吃喝喝的西式早餐，網友認為值得推薦的有：河粉蛋餅      "
"1013648",75,"45",16,16,17,12634309,464,60,"        Butter 巴特2店 Brunch&cafe是一個有巴特2店、早午餐、Brunch的早午餐，網友認為值得推薦的有：Cheese鍋、鬍子公爵、瑪麗皇后、蜜奶茶、野莓乳酪厚燒鬆餅      "
"115482",1,"35",5,10,10,8661,1,1,"        呷尚<U+5B9D>是一個有早餐、西式早餐的西式早餐      "
"114271",1,"35",10,5,5,5883,1,1,"        香香早餐店是一個有早餐、西式早餐的西式早餐      "
"117171",2,"35",10,8,8,10174,1,1,"        弘爺漢堡 (立功店)是一個有早餐、西式早餐的西式早餐      "
"116621",1,"35",10,5,10,9380,1,1,"        呷尚寶 (懷德店)是一個有早餐、中式早餐的中式早餐      "
"116654",4,"35",8,10,8,12985,1,1,"        台北永和豆漿大王是一個有早餐、中式早餐的中式早餐      "
"116914",3,"35",10,9,4,10771,1,1,"        楊永和豆漿大王是一個有早餐、中式早餐的中式早餐      "
"150459",2,"40",15,15,20,12251,1,1,"        早安！美芝城 (汐止店)是一個有平價、早午餐、早餐的西式早餐      "
"609402",1,"35",5,10,10,6431,1,1,"        美寶堡是一個有平價、家庭聚會、朋友聚會的西式早餐      "
"152395",1,"35",10,15,5,7619,1,1,"        酉品味是一個有早餐、西式早餐的西式早餐，網友認為值得推薦的有：鮪魚蛋餅      "
"153325",3,"40",15,13,10,5835,1,1,"        社區早餐是一個有平價、豆奶紅茶、豬肉蛋堡的西式早餐      "
"585681",2,"35",10,5,8,8785,1,1,"        卡路里早午餐是一個有早餐、其他類型早餐的其他類型早餐      "
"612256",1,"35",5,0,10,5006,1,1,"        無名早餐店是一個有平價、可帶寵物、免服務費的其他類型早餐      "
"626962",2,"35",10,5,5,11253,1,1,"        瑞麟美而美 (東海店)是一個有早餐、中式早餐的西式早餐      "
"635468",2,"35",5,5,5,7510,1,1,"        就是Brunch是一個有平價、淡江大學、美式鬆餅的西式早餐，網友認為值得推薦的有：炒蛋、鬆餅      "
"624448",2,"35",13,8,13,2224,1,1,"        金沙飯店 SKY57 (SKY57)是一個有Buffet、高價位、無線網路的其他類型早餐，網友認為值得推薦的有：Ｃｒｏｉｓｓａｎｔｓ、ｈａｍ、Ｍａｄａｍｅ、２ｆｒｉｅｄ、薯餅      "
"1073358",28,"45",15,15,14,4742608,46,24,"        堅持手工食材製作，做給家人吃的美味心意！鄰近捷運士林站的【早吧Morning Bar】，老闆夫妻從餐車、保麗龍箱開始，老闆以太太愛吃的早餐、美味蛋餅為主打，胼手胝足打拼一年，漸漸做出口碑，直到2016年才有店面。老闆與做麵 粉的親戚合作研發，製作千層蛋餅皮，手工摺疊、50片蛋餅皮得花4小時的費工費時，用心成就外酥內嫩、餡料豐富、是一般蛋餅2倍大的美味。店家堅持自製、 不用半加工品，包括美式鮪魚醬、蒜末芥末籽醬、韓式泡菜等，食材成本高，卻吃得安心，帶給顧客耳目一新的健康早餐風格。      "
"624246",1,"35",5,10,10,25688,1,1,"        A-Bao house 阿寶晨食館 (大里永興店)是一個有免服務費、吃吃喝喝、早午餐的西式早餐，網友認為值得推薦的有：胚芽奶茶      "
"580613",1,"35",15,15,10,9349,1,1,"        晨間廚房是一個有可帶寵物、吃吃喝喝、輕食的其他類型早餐，網友認為值得推薦的有：鮮奶茶、黃金豬排拼盤、蘿蔔糕      "
"580641",2,"40",15,20,10,8848,1,1,"        麥味登 Cafe&Brunch (建台店)是一個有早餐、西式早餐的西式早餐      "
"593894",1,"35",20,20,15,5048,1,1,"        香社早餐店是一個有平價、可帶寵物、免服務費的中式早餐，網友認為值得推薦的有：蔬菜培根蛋餅、咖啡牛奶      "
"135299",1,"35",10,10,10,6127,1,1,"        家鄉飯糰是一個有平價、早餐、中式早餐的中式早餐      "
"136231",3,"40",13,13,13,7131,1,1,"        佳貝鮮早餐店是一個有新店區公所附近早餐店、早餐、西式早餐的西式早餐，網友認為值得推薦的有：蘿蔔糕、原味蛋餅、奶茶、豬排      "
"1028706",1,"35",5,5,15,2586,1,1,"        烙印精緻早餐是一個有早餐、西式早餐的西式早餐      "
"1051832",3,"40",10,15,15,3780,1,1,"        巨森早餐吧 (巨森早餐吧)是一個有起司蛋餅、早餐、西式早餐的西式早餐，網友認為值得推薦的有：起司蛋餅、早餐      "
"1033036",1,"35",10,5,5,3388,1,1,"        黃記古早味蛋餅黑豆漿是一個有早餐、中式早餐的中式早餐，網友認為值得推薦的有：蛋餅      "
"927308",3,"35",10,5,5,4295,1,1,"        無名小籠包店是一個有小籠包店、餐車、早餐的中式早餐，網友認為值得推薦的有：蒸餃      "
"954422",1,"35",20,20,20,7652,1,1,"        正園晨食館是一個有早餐、中式早餐的中式早餐，網友認為值得推薦的有：蛋餅、漢堡、蘿蔔糕      "
"977044",1,"35",5,10,10,7019,1,1,"        麥味登 Cafe&Brunch是一個有早餐、中式早餐的西式早餐      "
"988102",1,"35",10,5,5,6829,1,1,"        江夏包子店是一個有包子、便宜、桃園的中式早餐      "
"988964",1,"35",15,15,10,4834,1,1,"        冬山市場早餐店是一個有早餐、其他類型早餐的其他類型早餐，網友認為值得推薦的有：酸菜包      "
"945224",1,"35",10,10,10,7929,1,1,"        馬媽媽樂活廚房是一個有早餐、其他類型早餐的其他類型早餐      "
"1111121",36,"45",17,16,17,4507892,62,31,"        雨田+是一個有捷運七張、巷弄美食、早午餐的其他類型早餐，網友認為值得推薦的有：豪華綜合起司、手作流淚漢堡排、白富美、泡菜燒肉蛋餅、阿嬤ㄟ酸菜      "
"1009152",1,"35",20,10,0,3406,1,1,"        文橫煎餃是一個有老江、煎餃、早餐的中式早餐，網友認為值得推薦的有：煎餃      "
"1010204",2,"35",10,5,5,6107,1,1,"        寶島豆漿店是一個有早餐、中式早餐的中式早餐      "
"1006004",1,"35",10,10,5,4760,1,1,"        巨林美而美是一個有平價、漢堡、中西式早餐的西式早餐      "
"940128",4,"40",15,15,5,12886,1,1,"        永和豆漿 (南投草屯店)是一個有燒餅油條、早餐、中式早餐的中式早餐，網友認為值得推薦的有：油條      "
"948434",3,"35",10,10,10,5938,1,1,"        番茄村漢堡是一個有早餐、西式早餐的西式早餐      "
"1068228",1,"35",10,10,5,10188,1,1,"        My飯糰飯糰專賣舖是一個有台灣傳統早餐、飯糰、My飯糰的中式早餐      "
"1050008",1,"35",10,10,5,2160,1,1,"        歸仁無名肉粿是一個有早餐、其他類型早餐的其他類型早餐      "
"1078548",1,"35",15,10,5,3282,4,1,"        老舖子湯包&美又美是一個有早餐、其他類型早餐的其他類型早餐      "
"1094807",1,"35",5,5,15,14799,1,1,"        陽光大飯店自助早餐是一個有早餐、其他類型早餐的其他類型早餐      "
"1102916",1,"35",20,20,20,2517,3,1,"        簡單&幸福手作早午餐是一個有巷弄美食、平價美食、手作料理的其他類型早餐，網友認為值得推薦的有：香酥雞腿      "
"1103348",1,"35",20,10,15,2220,0,1,"        客萊登精緻早午餐 (大同店)是一個有早餐、其他類型早餐的其他類型早餐      "
"1094480",2,"40",15,18,15,1628,0,1,"        myer 吉食是一個有早餐、西式早餐的西式早餐      "
"1200488",1,"35",10,5,5,986,0,1,"        喵吉手做早點是一個有早餐、其他類型早餐的其他類型早餐      "
"1125935",1,"35",5,10,10,2470,0,1,"        晨間廚房 (永豐店)是一個有早餐、西式早餐的西式早餐      "
"69921",1,"35",5,10,10,10219,0,1,"        拉亞漢堡 Laya Burger是一個有早午餐、早餐、宵夜的西式早餐，網友認為值得推薦的有：薏仁漿      "
"1077420",23,"45",16,17,16,805402,23,19,"        點匠輕鬆小品是一個有點匠輕鬆小品、寵物友善餐廳、蔬食的其他類型早餐，網友認為值得推薦的有：松露野菇燉飯、特選沙拉、南瓜濃湯、松子青醬義大利麵、椒鹽杏鮑菇      "
"110154",3,"40",10,10,10,3270,0,1,"        顏媽媽美又美漢堡店是一個有早午餐、早餐、西式早餐的西式早餐      "
"109155",3,"40",15,15,10,10886,0,1,"        亞洲大學 四海複合式早點是一個有早餐、西式早餐、宵夜的西式早餐      "
"117217",2,"40",15,15,10,7049,0,1,"        三民豆漿大王 (原：亞美的豆漿大王)是一個有早餐、中式早餐的中式早餐      "
"117253",1,"35",5,10,10,8806,0,1,"        金ㄟ漢堡店是一個有早餐、西式早餐的西式早餐      "
"117404",2,"35",10,10,8,9317,0,1,"        龍山永和豆漿大王是一個有早餐、中式早餐的中式早餐      "
"115865",3,"35",5,5,10,6713,0,1,"        呷尚寶是一個有早餐、中式早餐的中式早餐      "
"83708",1,"35",15,5,5,14442,0,1,"        麥味登 Cafe&Brunch (林口蒂芬尼)是一個有平價、可帶寵物、免服務費的西式早餐，網友認為值得推薦的有：蘿蔔糕炒雙蛋/炸雞塊/薯餅蛋      "
"154981",2,"35",15,5,5,15401,10,1,"        Ham&Eggs哈姆蛋是一個有平價、吃吃喝喝、情侶約會的西式早餐      "
"148295",4,"35",9,9,10,13413,0,1,"        呷尚<U+5B9D>是一個有早餐、西式早餐的西式早餐      "
"582225",1,"35",10,10,10,9079,0,1,"        永和豆漿是一個有平價、早餐、中式早餐的中式早餐      "
"599838",1,"35",15,10,5,1488,0,1,"        無店名是一個有早餐、中式早餐的中式早餐      "
"620474",1,"35",5,10,15,1671,0,1,"        永和大王 (香港路店)是一個有早餐、中式早餐的中式早餐      "
"580699",9,"35",9,7,10,7050,0,1,"        拉亞漢堡 Laya Burger (清水鰲峰店)是一個有早餐、西式早餐的西式早餐，網友認為值得推薦的有：拿鐵咖啡、丹尼爾燻雞潛艇堡、草莓土司      "
"157281",1,"35",5,5,5,5822,0,1,"        韓上樓飲食是一個有早餐、中式早餐的中式早餐      "
"142373",2,"35",10,8,5,10382,0,1,"        永和豆漿大王是一個有平價、小吃、宵夜的中式早餐，網友認為值得推薦的有：馬來糕      "
"1210649",4,"45",20,20,15,809717,4,1,"        基隆的暖心早餐。多雨的海港城市。一塊餅一碗熱湯。是雨都獨特的早餐組合。蔥香四溢的餅。串起世代基隆人的記憶滿滿青蔥揉入手工溫度的麵團。先煎後烤不油不膩。留下酥脆與滿口餘香。老父親的傳承手藝。充滿回憶與溫暖的早點。請您細細品嘗      "
"743628",2,"35",20,15,20,17601,0,1,"        早安！美芝城 (太平活力大源)是一個有早餐、西式早餐的西式早餐      "
"1037046",1,"35",5,10,10,1007,0,1,"        NIKA Coffee是一個有早餐、其他類型早餐的其他類型早餐      "
"1029958",1,"35",15,15,5,2523,0,1,"        阿欽早餐店是一個有林場、蛋餅、雙胞胎的中式早餐，網友認為值得推薦的有：蛋餅      "
"1033952",1,"35",10,10,10,4178,0,1,"        老油條是一個有彰化消夜、蘿蔔糕、豆漿的中式早餐，網友認為值得推薦的有：豆漿、米漿、蘿蔔糕加蛋      "
"1063646",1,"35",10,10,0,1524,0,1,"        芎林市場貨車早餐&蔬菜煎餃是一個有早餐、中式早餐的中式早餐      "
"949774",1,"35",20,20,20,1364,0,1,"        Willy's Eatery是一個有美式、加州、yelp的西式早餐，網友認為值得推薦的有：培根、太陽蛋、鬆餅、千層派、班尼狄克蛋      "
"953248",1,"35",5,10,10,7224,0,1,"        進進堂麵包店 (三<U+6761>河原町)是一個有Brunch、麵包吃到飽、三<U+6761>河原町的西式早餐，網友認為值得推薦的有：早午餐      "
"977390",3,"35",20,10,10,2960,0,1,"        壹加壹速食店是一個有早餐、西式早餐的西式早餐      "
"1001414",1,"35",10,10,5,5286,0,1,"        雞蛋花早午餐是一個有苗栗高中、苗栗高商、南苗的其他類型早餐，網友認為值得推薦的有：里肌蛋乳酪餅、煎餃、薯餅蛋餅、勁辣雞腿堡      "
"994754",1,"35",5,10,10,10037,0,1,"        賞味家漢堡是一個有早餐、西式早餐的西式早餐      "
"994926",1,"35",10,10,10,6710,0,1,"        喜得炭火燒三明治 (麻豆民族店)是一個有早餐、其他類型早餐的其他類型早餐      "
"1022192",1,"35",5,5,5,4735,0,1,"        晨間廚房西式早午餐 (頭份永和店)是一個有早餐、西式早餐的西式早餐      "
"1016812",2,"35",15,15,10,7026,0,1,"        呷尚<U+5B9D>JSP連鎖早餐店 (新莊建中店)是一個有建中街、新莊早餐、美味辣醬的西式早餐      "
"1058398",2,"40",15,20,15,2943,0,1,"        小紅帽活力早午餐是一個有早午餐、早餐、西式早餐的西式早餐，網友認為值得推薦的有：早午餐      "
"1065962",1,"35",20,20,20,942,0,1,"        The Breakfast Club是一個有Breakfast、英國、英式早餐的西式早餐，網友認為值得推薦的有：EGGS、MONTY、ROYALE、FLORENTINE、THE      "
"1138883",56,"45",19,19,17,21519938,74,51,"        「長勝君」店如其名，期望打造永續經營的美式早午餐店，主打商品：美式捲蛋餅，含近15種內餡可供選擇，並隨季節變化。捲蛋餅長度超過30公分、份量十足。搭配飲料，如：咖啡、紅茶、果汁等，套餐式享受能大大滿足顧客味蕾。長勝君期望顛覆傳統蛋餅概念，打造成為美式捲蛋餅霸主，歡迎有志一同的人加入我們的行列，共同成就偉大餐飲藍圖，並能樂於工作、享受成就生活。      "
"1055822",1,"35",10,15,15,3046,0,1,"        早安先生午安小姐是一個有西式、蛋餅、蘿蔔糕的中式早餐，網友認為值得推薦的有：泡菜蛋餅      "
"117159",1,"35",5,5,10,8074,7,1,"        南瓜早午廚房是一個有早午餐、早餐、西式早餐的西式早餐      "
"106808",4,"35",9,4,5,15504,5,1,"        永和豆漿連鎖 (光復店)是一個有平價、早餐、中式早餐的中式早餐，網友認為值得推薦的有：原味蛋餅、饅頭夾蛋      "
"620732",1,"35",10,15,5,4628,5,1,"        健康素食是一個有平價、素食早點、早餐的中式早餐，網友認為值得推薦的有：豆漿、五穀飯糰      "
"631614",1,"35",5,10,10,4893,4,1,"        Aunties Cafe 安提詩咖啡早午餐是一個有火鍋、安平、鬆餅的西式早餐      "
"958314",1,"35",5,10,5,12326,4,1,"        安記素食豆漿是一個有素食、安記、素食早餐的其他類型早餐，網友認為值得推薦的有：豆漿      "
"586363",1,"35",5,5,5,13115,3,1,"        魔豆咖啡 (博館店)是一個有平價、免服務費、吃吃喝喝的西式早餐      "
"1064924",3,"35",10,5,10,2449,3,1,"        Green Kitchen 貳是一個有捷運芝山站早午餐、士林早午餐、捷運芝山站美食的西式早餐，網友認為值得推薦的有：野菇菠菜班尼迪克蛋、迷迭香奶油雞肉義大利麵、經典夏威夷、起司脆薯條、菇菇白醬雞肉飯飯      "
"114058",3,"35",13,8,10,10124,2,1,"        弘爺蟹堡王早餐店是一個有早餐、西式早餐的西式早餐      "
"117072",6,"35",8,10,8,10637,2,1,"        新站早餐吧是一個有早餐、西式早餐的西式早餐      "
"962462",2,"35",10,10,10,4921,2,1,"        O2咖啡廚房 (新店中華店)是一個有早餐、其他類型早餐的其他類型早餐      "
"146653",2,"35",10,10,5,7238,1,1,"        方阿姨早餐是一個有平價、吃吃喝喝、早午餐的中式早餐，網友認為值得推薦的有：吐司      "
"139693",2,"35",15,5,5,3765,1,1,"        夏一跳早餐店是一個有台南美食、台南新營區、台南的西式早餐      "
"1003550",5,"35",15,8,8,6797,1,1,"        唯樂漢堡 Winner Burger是一個有早餐、西式早餐的西式早餐      "
"1152557",1,"35",15,5,5,2523,2,1,"        吐司工寓 (新店家樂福店)是一個有烤吐司、TOSICON、雞腿排芝士蛋的其他類型早餐，網友認為值得推薦的有：雞腿排芝士蛋吐司、鮮奶找茶、脆薯      "
"1210649",4,"45",20,20,15,809717,4,1,"        基隆的暖心早餐。多雨的海港城市。一塊餅一碗熱湯。是雨都獨特的早餐組合。蔥香四溢的餅。串起世代基隆人的記憶滿滿青蔥揉入手工溫度的麵團。先煎後烤不油不膩。留下酥脆與滿口餘香。老父親的傳承手藝。充滿回憶與溫暖的早點。請您細細品嘗      "
"1031568",1,"35",0,15,0,2463,0,1,"        天橋下阿婆煎餃是一個有早餐、中式早餐的中式早餐      "
"946490",2,"35",10,0,5,4942,0,1,"        蕃茄村漢堡 (大雅雅環店)是一個有現烤吐司、豆漿、奶茶的其他類型早餐，網友認為值得推薦的有：燻雞、豆漿、潛艇堡      "
"1000860",1,"35",15,10,5,4366,0,1,"        Issac toast & coffee是一個有isaactoast、toast、isaac的西式早餐，網友認為值得推薦的有：火腿吐司      "
"921074",2,"35",5,3,5,4953,0,1,"        Mr. Burger 漢堡先生美食吧 (士林店)是一個有早餐、西式早餐的西式早餐      "
"978988",3,"35",5,5,10,6893,2,1,"        早耕Brunch是一個有歡樂兒童餐、早餐、西式早餐的西式早餐      "
"148853",3,"35",5,10,0,9253,1,1,"        永和豆漿大王是一個有平價、豆漿、小籠包的中式早餐      "
"773056",3,"35",5,0,5,8023,1,1,"        漢堡大師 (三峽北大店)是一個有早餐、其他類型早餐的其他類型早餐      "
"105533",2,"35",5,0,5,7049,0,1,"        APPLE貳零參 (三重溪尾店)是一個有平價、生日聚會、節日聚會的西式早餐，網友認為值得推薦的有：早安套餐(有多種選擇)      "
"1031980",7,"00",0,0,0,6212,12,5,"        樂芙 lovegelato是一個有早餐、其他類型早餐的其他類型早餐      "
"1225766",9,"45",15,20,15,4216,6,9,"        米好，你好（米漢堡＆濃湯專賣店）是一個有米漢堡、米好你好、專賣店的早午餐，網友認為值得推薦的有：火龍果優格、藍莓牛肉米漢堡、火龍果蘋果香蕉果昔、鳳梨優格、麻辣水梨牛肉米漢堡      "
"1038398",4,"00",10,10,10,3939,14,3,"        厝邊NEXT DOOR CAFE是一個有江子翠、早餐、捷運周邊的西式早餐，網友認為值得推薦的有：卜派菠菜班尼克蛋、菇菇芝士歐姆蛋、厝邊拼盤      "
"605322",3,"00",0,0,0,9973,13,3,"        湖水灣是一個有早餐、西式早餐的西式早餐      "
"369546",6,"00",0,0,0,7701,6,6,"        在家自己烘烤，簡單容易，專人配送到府。早上: 懶得出去買早餐時.午後: 午茶想配點什麼時,小朋友放學想吃點心時.晚上: 睡前空肚難熬或想吃點宵夜時.這個時候不妨來片抹醬厚片土司,不用出門省時又方便自創獨特口味,有甜有鹹, 提供多樣化選擇.有核片蛋糕﹑原味奶酥﹑芝<U+8534>奶酥﹑葡萄奶酥﹑椰香奶酥﹑特調花生﹑香酥蒜蓉﹑義大利肉醬﹑咖哩肉醬﹑泡菜肉醬﹑招牌鮪魚﹑火腿起士﹑香酥肉鬆﹑玉米布丁夏威夷比薩﹑草莓﹑藍莓﹑巧克力等18種口味。專人送貨到府，免運費（須滿20片近距離）--- 獨家手工自製, 不添加防腐劑, 就是為您健康著想 -----      "
"150361",2,"00",0,0,0,23533,30,1,"        三重好吃蛋餅是一個有排隊店、宵夜、早餐的中式早餐      "
"991712",3,"00",0,0,0,5020,13,2,"        樂咖廚房是一個有早餐、西式早餐的西式早餐      "
"1013648",75,"45",16,16,17,12634309,464,60,"        Butter 巴特2店 Brunch&cafe是一個有巴特2店、早午餐、Brunch的早午餐，網友認為值得推薦的有：Cheese鍋、鬍子公爵、瑪麗皇后、蜜奶茶、野莓乳酪厚燒鬆餅      "
"925130",3,"00",0,0,0,657680,13,2,"        在wow 雖然沒有華麗的擺設,但是來到wow brunch我們的餐點絕對讓你有最超值的享受!!                                                                ~Start your day with WOW Brunch ~      "
"116925",2,"15",0,0,0,4798,1,1,"        永和豆漿是一個有平價、早餐、中式早餐的中式早餐      "
"623194",2,"00",0,0,0,3975,10,2,"        阿丁早點是一個有鹿野、早餐、中式早餐的中式早餐，網友認為值得推薦的有：鹿野      "
"156451",2,"00",0,0,0,5843,9,2,"        阿柚美式餐館 are You Restaurant是一個有美式、brunch、台南的西式早餐      "
"1054156",2,"00",0,0,0,4163,9,2,"        林記水煎包是一個有早餐、中式早餐的中式早餐      "
"1054864",2,"00",0,0,0,3282,9,2,"        木門上的鳥巢是一個有巷弄、鳥巢、土司的西式早餐，網友認為值得推薦的有：好早      "
"974826",1,"00",0,0,0,4583,16,1,"        非凡早餐是一個有民生社區、漢堡、咖啡的西式早餐，網友認為值得推薦的有：總匯三明治、咖啡、巨無霸大漢堡      "
"617034",2,"00",0,0,0,6765,8,2,"        柳橙樹早午餐是一個有柳橙樹、輕食、脆薯的西式早餐      "
"986410",3,"00",0,0,0,8361,8,2,"        Prune Brunch 莓子早午餐是一個有南崁、有機蛋、早午餐的其他類型早餐，網友認為值得推薦的有：鬆餅      "
"147047",3,"00",0,0,0,15422,5,3,"        澎澎漢堡店是一個有平價、大份量、早餐的西式早餐，網友認為值得推薦的有：地瓜拉餅、高鈣乳酪餅、卡拉雞腿堡、薯餅歐姆蛋、豬排鐵板麵      "
"1187771",5,"00",0,0,0,6773,3,5,"        EQ早餐是一個有苗栗美食、頭份早餐、頭份美食的早午餐，網友認為值得推薦的有：卡滋卡滋肉蛋三明治、費城牛肉三明治      "
"114580",2,"00",0,0,0,5939,14,1,"        無名早餐店是一個有平價、免服務費、朋友聚會的中式早餐      "
"629104",1,"00",0,0,0,11731,14,1,"        瓦瓦世創意早午餐 (大社店)是一個有早餐、西式早餐的西式早餐      "
"937298",2,"00",0,0,0,5188,14,1,"        台中隱藏版傳統早餐店是一個有早餐、中式早餐的中式早餐      "
"153715",2,"00",0,0,0,10700,7,2,"        燒肉刈包是一個有早餐、漢堡、便宜的西式早餐      "
"1045288",3,"00",0,0,0,5938700,3,NA,"        台灣品項千變萬化，市場成熟且豐富，選擇性多元化，幸福滿分的消費者更加挑剔，普遍民眾吃了各式各樣的早餐，始終還是覺得傳統食材較對味，它不僅是懷念的味道，就是這樣的定案。      "
"617046",3,"00",0,0,0,4561,7,2,"        阿婆飯糰是一個有早餐、中式早餐的中式早餐      "
"588070",2,"00",0,0,0,4873,7,2,"        佳利早餐是一個有平價、單點式、吃吃喝喝的其他類型早餐，網友認為值得推薦的有：碗糕、蘿蔔糕、炒麵      "
"1036252",4,"00",0,0,0,4271,7,2,"        他給土司 Target butter toast是一個有早餐、西式早餐的西式早餐，網友認為值得推薦的有：早餐      "
"1210649",4,"45",20,20,15,809717,4,1,"        基隆的暖心早餐。多雨的海港城市。一塊餅一碗熱湯。是雨都獨特的早餐組合。蔥香四溢的餅。串起世代基隆人的記憶滿滿青蔥揉入手工溫度的麵團。先煎後烤不油不膩。留下酥脆與滿口餘香。老父親的傳承手藝。充滿回憶與溫暖的早點。請您細細品嘗      "
"1138661",3,"45",20,20,15,1941,7,2,"        豐burger 豐漢堡是一個有豐漢堡、豐burger、義豐冬瓜茶的早午餐，網友認為值得推薦的有：黃金蛋捲、塔塔醬魚排芝士斑馬堡、豐味紅茶、鮮嫩菲力雞排斑馬吐司、超厚牛培根起司堡      "
"471006",2,"00",0,0,0,5660,6,2,"        韓記饅頭店是一個有早餐、中式早餐的中式早餐      "
"114261",1,"00",0,0,0,17153,11,1,"        蔡阿姨早餐店是一個有早餐、西式早餐的西式早餐      "
"1036516",1,"15",0,0,0,2123,1,1,"        奶媽燒吐司是一個有早餐、西式早餐的西式早餐      "
