"id","author.id","author.name","review.date","n.resp","n.view","n.useful","n.lolipop","review.url","r.delicious","r.service","r.atom","r.nImgs","r.favorite","r.postTags","r.articleTags"
"610790","ipeen10296","Irene<U+306E>美食鋪子","2017/11/27",0,244,4,0,"/comment/1544222","很好","滿意","好",20,"藍莓乳酪麵包早餐|豆奶","免服務費|輕食|初花brunch|永和早午餐",""
"610790","ying0c","lYingl","2016/08/30",5,601,11,1,"/comment/1117490","非常好","非常滿意","非常好",17,"藍莓乳酪麵包早餐|豆奶|班尼迪克","早午餐|免服務費|初花brunch|巷弄隱密|平價|輕食",""
"610790","ipeen363235","lovecala","2016/08/24",1,394,11,1,"/comment/1110644","很好","很滿意","很好",24,"咬咬女孩","早午餐|免服務費|輕食|初花brunch",""
"610790","ipeen956414","美鹿好時光","2014/06/17",2,735,11,0,"/comment/679372","非常好","很滿意","很好",13,"咬咬女孩|雲朵奶茶","早午餐|輕食|免服務費|初花brunch",""
"610790","ipeen721840","Syona","2014/03/19",4,5,24,1,"/comment/630692","非常好","很滿意","很好",72,"","輕食|免服務費|早午餐|無線網路|下午茶|朋友聚會|可帶寵物|初花brunch|巷弄隱密|平價",""
"610790","ipeen635576","華甜","2013/08/04",0,1,14,0,"/comment/508386","很好","很滿意","很好",9,"","朋友聚會|情侶約會|可帶寵物|免服務費|早午餐|下午茶",""
"605156","ivy3","ivy3","2017/02/26",1,926,12,2,"/comment/1318133","非常好","非常滿意","非常好",22,"美式早午餐","早午餐|Rabbit|彼德兔|鄉村風|瑞彼特早午餐|高雄瑞彼特|免服務費|高雄推薦早午餐|平價|下午茶|情侶約會|吃吃喝喝|彼得兔|朋友聚會|苓雅區|輕食|高雄|苓雅區美食|三多商圈|特色|英式|美食",""
"605156","dustintu","Dustin貪食嗑","2016/03/29",2,1,16,2,"/comment/1013140","很好","很滿意","很好",23,"香煎雞腿排","Rabbit|鄉村風|免服務費|平價|三多商圈|無線網路",""
"605156","ipeen464506","阿如的小格子","2016/01/29",1,809,12,2,"/comment/986186","很好","滿意","很好",38,"","",""
"605156","pescadores","pescadores","2016/01/24",2,766,11,0,"/comment/983816","非常好","很滿意","很好",15,"酥炸軟殼蟹堡","早午餐|Rabbit|瑞彼特早午餐|鄉村風|高雄推薦早午餐",""
"605156","ipeen509406","桑尼瘦不了","2016/01/03",3,768,20,1,"/comment/973280","很好","很滿意","很好",33,"","早午餐|情侶約會|義大利麵|Rabbit|朋友聚會|高雄瑞彼特|苓雅區|彼德兔|輕食|彼得兔|無線網路|免服務費|下午茶|瑞彼特早午餐|特色|三多商圈|高雄|Brunch|家庭聚會|高雄推薦早午餐|心之和烘焙坊|平價|英式|苓雅區美食|吃吃喝喝|中價位|高雄|美食|桑尼瘦不了",""
"605156","ipeen1038076","hank媽","2015/02/19",0,1,14,0,"/comment/813530","很好","很滿意","非常好",41,"","早午餐|Rabbit|高雄瑞彼特|鄉村風|彼德兔|高雄推薦早午餐|瑞彼特早午餐|苓雅區美食",""
"605156","guliufish","咕溜魚","2015/02/16",4,1,27,0,"/comment/812396","好","滿意","很好",16,"","早午餐|Rabbit|免服務費|鄉村風|高雄瑞彼特|平價|義大利麵",""
"605156","buddhaeat","金大佛","2014/06/29",2,2,27,1,"/comment/687552","一般","很滿意","很好",33,"","早午餐|免服務費|Rabbit|下午茶|Brunch|彼德兔|高雄瑞彼特|瑞彼特早午餐|鄉村風|朋友聚會|中價位",""
"605156","mbow","嗯飽","2014/05/01",2,767,18,1,"/comment/652820","一般","滿意","很好",12,"","",""
"605156","ipeen292285","Pixy","2013/06/21",21,5,51,2,"/comment/486600","一般","一般","非常好",42,"沒有","Brunch|吃吃喝喝|免服務費|無線網路|早午餐|中價位",""
"605156","ipeen367943","艾布蕾","2013/06/06",1,6,19,0,"/comment/480062","很好","滿意","非常好",53,"總匯三明治|美式早午餐|蔓越莓重乳酪","Rabbit|瑞彼特早午餐|下午茶|輕食|義大利麵|高雄瑞彼特|鄉村風|心之和烘焙坊|Brunch|彼德兔|Rabbit|Brunch|高雄推薦早午餐|苓雅區美食|免服務費|平價",""
"605156","ipeen403578","幸福寶貝果子","2013/05/30",11,2,39,0,"/comment/476178","好","滿意","非常好",25,"","平價",""
"605156","ipeen293191","Jill兔","2013/04/18",4,12,40,0,"/comment/452082","非常好","非常滿意","非常好",26,"美式早午餐","吃吃喝喝|情侶約會|家庭聚會|無線網路|早午餐|平價",""
"605156","ipeen538972","甜不辣的小窩","2018/01/06",0,401,5,0,"/comment/1573788","一般","滿意","好",29,"","早午餐|Rabbit|瑞彼特早午餐|高雄瑞彼特|高雄推薦早午餐|Brunch",""
"605156","ipeen1522510","Miku<U+2665>","2017/09/04",3,247,11,1,"/comment/1482617","很好","很滿意","非常好",25,"","早午餐|Rabbit|鄉村風|瑞彼特早午餐|高雄瑞彼特|高雄推薦早午餐|Brunch|彼得兔|朋友聚會|苓雅區美食|三多商圈",""
"605156","ipeen917256","村長報哩哉","2017/03/22",0,285,9,0,"/comment/1341302","很好","很滿意","非常好",43,"","",""
"605156","ipeen1053000","Pony&Fish","2017/02/11",1,538,5,0,"/comment/1303235","非常好","非常滿意","非常好",39,"蘇格蘭炸蛋|油封花椒鴨腿","早午餐|Rabbit|瑞彼特早午餐|彼德兔|Brunch|高雄推薦早午餐|平價|彼得兔|情侶約會|高雄|輕食|朋友聚會|家庭聚會",""
"605156","ipeen29037","尼力","2017/01/16",0,512,8,0,"/comment/1279640","非常好","非常滿意","非常好",37,"","",""
"605156","springzero","春。光","2016/04/19",0,229,3,0,"/comment/1023254","好","一般","一般",6,"美式早午餐","早午餐|Rabbit|鄉村風|彼德兔|高雄瑞彼特|瑞彼特早午餐|Brunch|苓雅區|彼得兔",""
"605156","ipeen1442282","樂天小高","2016/01/26",1,443,7,0,"/comment/984930","非常好","非常滿意","非常好",58,"美式早午餐","早午餐|Rabbit|鄉村風|高雄瑞彼特|瑞彼特早午餐|彼德兔|高雄推薦早午餐|英式|彼得兔",""
"605156","ipeen1053000","Pony&Fish","2015/03/17",1,440,11,0,"/comment/826212","很好","很滿意","非常好",31,"法式老饕牛肉鵝肝醬漢堡","早午餐|Rabbit|鄉村風|彼德兔|高雄瑞彼特|Brunch|瑞彼特早午餐|高雄推薦早午餐|苓雅區美食|情侶約會|高雄|彼得兔|苓雅區",""
"605156","davidkars","David Kars","2015/02/16",0,542,7,0,"/comment/812534","很好","非常滿意","非常好",11,"","下午茶|英式|彼得兔|特色|高雄|苓雅區|三多商圈",""
"605156","ipeen106654","尖尼","2014/12/17",0,383,5,0,"/comment/779330","很好","很滿意","非常好",29,"","",""
"605156","ipeen79368","慢蔓蒂","2014/09/04",1,585,14,0,"/comment/725224","好","滿意","好",4,"","早午餐|Rabbit|彼德兔|義大利麵|吃吃喝喝",""
"605156","ipeen79368","慢蔓蒂","2014/05/20",4,844,14,1,"/comment/663190","好","滿意","好",21,"","早午餐|Rabbit|免服務費|下午茶|鄉村風",""
"605156","juliazhangisme","Julia Zhang","2013/11/03",2,3,13,0,"/comment/557772","很好","很滿意","很好",27,"","早午餐|Rabbit|Brunch|朋友聚會|中價位|高雄推薦早午餐|彼德兔|瑞彼特早午餐|下午茶|苓雅區美食|情侶約會|高雄瑞彼特|免服務費",""
"605156","ipeen640262","Melissa yu","2013/08/29",3,22,8,0,"/comment/521450","很好","很滿意","非常好",25,"美式早午餐|蔓越莓重乳酪","早午餐|高雄瑞彼特|高雄推薦早午餐|Rabbit|鄉村風|瑞彼特早午餐|彼德兔",""
"605156","ipeen331735","白雪妹妹","2013/08/13",0,2,15,0,"/comment/513470","一般","一般","好",14,"","",""
"605156","cher2y","Cherry Wang","2013/05/31",2,11,11,0,"/comment/476630","很好","很滿意","很好",28,"","朋友聚會|吃吃喝喝|免服務費|輕食|早午餐|下午茶",""
"605156","ipeen404090","水球啾一夏","2013/05/08",0,1,10,0,"/comment/464188","好","非常滿意","非常好",18,"","香煎雞腿排",""
"1111121","JAWLOVESFOOD","Ashley!","2017/07/05",1,774,14,0,"/comment/1433918","非常好","很滿意","很好",16,"燻味牛肉起司|培根起司蛋餅|特調奶茶|阿薩姆紅茶","捷運七張|新北鐵鍋蛋餅|巷弄美食|雨田家|早午餐|扭蛋機|免服務費|巷弄早午餐|雨田|扭蛋|平價|新北早餐|手作早午餐|北新國小|新店餐廳|新北熱壓吐司|熱壓吐司|雞柳盤餐|鐵鍋蛋餅|新店早午餐|起司料理|漢堡排|新北早午餐|新店早餐|北新路",""
"1111121","ipeen1322598","小美叮叮-旅遊看世界","2017/06/22",1,809,22,2,"/comment/1424483","很好","滿意","很好",39,"豪華綜合起司|手作流淚漢堡排|雨田|薏仁漿","捷運七張|巷弄美食|早午餐|免服務費|雨田|平價|手作早午餐|新店餐廳|熱壓吐司|鐵鍋蛋餅|新店早午餐|起司料理|漢堡排|新北早午餐|新店早餐|新北鐵鍋蛋餅|雨田家|扭蛋機|巷弄早午餐|扭蛋|新北早餐|北新國小|新北熱壓吐司|雞柳盤餐",""
"1111121","deliaandtzu","生活就是要慢慢吃","2017/06/06",3,2,21,1,"/comment/1412348","很好","很滿意","非常好",49,"伯爵鮮奶茶|泡菜燒肉蛋餅|白富美|手作流淚漢堡排|豪華綜合起司","捷運七張|巷弄美食|早午餐|免服務費|雨田|平價|手作早午餐|新店餐廳|熱壓吐司|鐵鍋蛋餅|新店早午餐|起司料理|漢堡排|新北早午餐|新店早餐|新北鐵鍋蛋餅|雨田家|扭蛋機|巷弄早午餐|新北早餐|北新國小|新北熱壓吐司",""
"1111121","ipeen546716","靜香兒","2017/06/03",8,3,36,1,"/comment/1409066","很好","很滿意","很好",46,"豪華綜合起司|手作流淚漢堡排|伯爵鮮奶茶|檸檬果萊姆","捷運七張|巷弄美食|早午餐|免服務費|雨田|平價|手作早午餐|新店餐廳|熱壓吐司|雞柳盤餐|新店早午餐|鐵鍋蛋餅|起司料理|漢堡排|新北早午餐|新店早餐|新北鐵鍋蛋餅|雨田家|扭蛋|扭蛋機|巷弄早午餐|新北早餐",""
"1111121","ipeen547374","美食阿寶","2017/05/23",0,2,26,0,"/comment/1401026","很好","很滿意","很好",35,"豪華綜合起司|手作流淚漢堡排|泡菜燒肉蛋餅|無魚蝦也好|田園起司樂活沙拉|伯爵鮮奶茶|檸檬果萊姆","巷弄美食|免服務費|手作早午餐|新店早午餐|捷運七張",""
"1111121","bottomlessgirl","六個胃大的瘦女孩","2017/05/21",3,2,16,1,"/comment/1398728","非常好","非常滿意","非常好",27,"豪華綜合起司|手作流淚漢堡排|田園起司樂活沙拉|伯爵鮮奶茶|檸檬果萊姆","捷運七張|巷弄美食|早午餐|免服務費|雨田|平價|手作早午餐|新店餐廳|熱壓吐司|鐵鍋蛋餅|起司料理|新店早午餐|漢堡排|新北早午餐|新店早餐|新北鐵鍋蛋餅|雞柳盤餐|新北熱壓吐司|北新國小|新北早餐|巷弄早午餐|扭蛋機|扭蛋|雨田家",""
"1111121","ipeen839370","黃小噗","2017/05/17",0,1,55,2,"/comment/1395029","很好","很滿意","很好",56,"豪華綜合起司|白富美|手作流淚漢堡排|阿嬤ㄟ酸菜|泡菜燒肉蛋餅|無魚蝦也好|瑪格莉特|奶香焦糖珍珠吐司|燒餅Pizza-無魚蝦也好|田園起司樂活沙拉|麻瓜沙拉","捷運七張|早午餐|免服務費|雨田|平價|手作早午餐|熱壓吐司|鐵鍋蛋餅|新店早午餐|新北早午餐|扭蛋|漢堡排",""
"1111121","hsuaco","甜蜜列車長ACO","2017/05/16",1,896,18,2,"/comment/1394588","很好","滿意","很好",81,"白富美|泡菜燒肉蛋餅|燒餅Pizza-無魚蝦也好","捷運七張|巷弄美食|早午餐|雨田|新店餐廳|手作早午餐|熱壓吐司|鐵鍋蛋餅|新店早午餐|雨田家|新店早餐",""
"1111121","yamababy","珮珮Yamababy","2017/05/16",2,1,21,1,"/comment/1393964","很好","很滿意","很好",30,"","",""
"1111121","cevilla","cevilla","2017/05/11",3,1,42,3,"/comment/1389776","很好","很滿意","很好",29,"手作流淚漢堡排|泡菜燒肉蛋餅","捷運七張|巷弄美食|早午餐|免服務費|平價|雨田|新店餐廳|新北早午餐",""
"1111121","sweettina9","Sweet Tina","2017/05/10",6,332,31,0,"/comment/1388411","很好","很滿意","很好",41,"豪華綜合起司|白富美|手作流淚漢堡排|阿嬤ㄟ酸菜|伯爵鮮奶茶","捷運七張|巷弄美食|早午餐|免服務費|雨田|新店餐廳|鐵鍋蛋餅|漢堡排|北新國小",""
"1111121","ipeen108619","Flyingfish","2017/05/10",5,1,50,0,"/comment/1388375","很好","滿意","好",55,"泡菜燒肉蛋餅|阿嬤ㄟ酸菜|薏仁漿|燒餅Pizza-無魚蝦也好|雨田|麻瓜沙拉","巷弄早午餐",""
"1111121","ipeen30865","米米姨","2017/05/09",3,1,18,0,"/comment/1387625","非常好","很滿意","很好",40,"手作流淚漢堡排|泡菜燒肉蛋餅|無魚蝦也好","捷運七張|巷弄美食|早午餐|免服務費",""
"1111121","princess","~<U+10E6> 輕盈寶寶 <U+10E6>~","2017/05/09",4,1,37,4,"/comment/1387304","非常好","非常滿意","非常好",160,"雞柳盤餐|豪華綜合起司|白富美|無魚蝦也好|伯爵鮮奶茶|薏仁漿|白富美|田園起司樂活沙拉","早午餐|平價|巷弄美食|捷運七張|新店早午餐|扭蛋|雨田家|新店早餐|鐵鍋蛋餅|免服務費|雨田|熱壓吐司|雞柳盤餐",""
"1111121","ipeen103590","寶貝小飄","2017/05/07",1,1,17,1,"/comment/1385564","非常好","非常滿意","非常好",40,"豪華綜合起司|阿嬤ㄟ酸菜|泡菜燒肉蛋餅|無魚蝦也好|韓式風味燒珍肉義大利麵|白富美|手作流淚漢堡排","捷運七張|巷弄美食|平價|早午餐|免服務費|雨田|手作早午餐|熱壓吐司|起司料理|新北鐵鍋蛋餅|鐵鍋蛋餅|扭蛋機|北新國小",""
"1111121","ipeen1425028","我是萱萱萱","2017/05/06",9,968,21,2,"/comment/1385426","很好","很滿意","很好",32,"豪華綜合起司|麻油塔香素鮮菇焗飯|手作流淚漢堡排|韓式風味燒珍肉義大利麵|白富美|火腿奶油燻雞絲焗烤燉飯|阿嬤ㄟ酸菜|雨田|泡菜燒肉蛋餅|醬香蜜汁叉燒蛋餅|瑪格莉特|奶香焦糖珍珠吐司","捷運七張|新北熱壓吐司|巷弄美食|新北早午餐|平價|早午餐|扭蛋機|雨田家|免服務費|雨田|巷弄早午餐|新店餐廳|扭蛋|新店早餐|手作早午餐|熱壓吐司|起司料理|新北鐵鍋蛋餅|新北早餐|新店早午餐|漢堡排|鐵鍋蛋餅",""
"1111121","ipeen142861","寶寶750","2017/05/05",4,1,44,3,"/comment/1383923","很好","很滿意","很好",43,"豪華綜合起司","捷運七張|巷弄美食|平價|早午餐|免服務費|雨田|手作早午餐|新北鐵鍋蛋餅",""
"1111121","helloapp","helloap丫珮珮","2017/05/02",4,1,76,3,"/comment/1381109","很好","很滿意","非常好",41,"","雨田|雨田|雨田家|捷運七張|巷弄美食|新店餐廳|新北早餐|新北早午餐|新店早餐|新店早午餐|巷弄早午餐|漢堡排|扭蛋|扭蛋機|熱壓吐司|鐵鍋蛋餅|新北熱壓吐司|新北鐵鍋蛋餅",""
"1111121","ipeen630972","漫食邦仔<U+306E>手札","2017/05/02",10,1,24,1,"/comment/1381052","很好","很滿意","很好",14,"豪華綜合起司|泡菜燒肉蛋餅|瑪格莉特","捷運七張|平價|巷弄美食|早午餐|免服務費|手作早午餐|起司料理|熱壓吐司",""
"1111121","arina59420","阿鬼兒","2017/05/02",1,1,27,3,"/comment/1381019","非常好","很滿意","很好",38,"豪華綜合起司|手作流淚漢堡排|雨田|白富美","捷運七張|平價|巷弄美食|早午餐|免服務費|新店餐廳|雨田|手作早午餐|熱壓吐司|起司料理",""
"1111121","ipeen155569","佩絲","2017/05/01",1,827,13,1,"/comment/1380551","很好","很滿意","很好",33,"豪華綜合起司|手作流淚漢堡排|白富美","捷運七張|平價|巷弄美食",""
"1111121","ipeen988100","章魚007","2017/04/30",2,1,32,1,"/comment/1379039","很好","很滿意","很好",32,"豪華綜合起司|手作流淚漢堡排|白富美","捷運七張|平價|巷弄美食|早午餐|免服務費|新店餐廳|手作早午餐",""
"1111121","hellomissw","W小姐旅行畫報","2017/02/22",4,635,26,0,"/comment/1314893","很好","很滿意","很好",37,"豪華綜合起司|手作流淚漢堡排","平價|捷運七張|免服務費|巷弄美食|早午餐|新店餐廳|雨田|雨田|手作早午餐|熱壓吐司|起司料理",""
"1111121","ipeen1436516","海以南","2017/02/19",0,730,33,1,"/comment/1311035","很好","非常滿意","非常好",26,"","",""
"1111121","ipeen547374","美食阿寶","2017/02/13",2,763,30,0,"/comment/1305692","很好","很滿意","很好",28,"豪華綜合起司|白富美","捷運七張|免服務費|巷弄美食|早午餐|平價",""
"1111121","lvwei88","玩樂食棠","2017/02/13",1,582,37,1,"/comment/1305053","非常好","非常滿意","非常好",25,"手作流淚漢堡排|阿嬤ㄟ酸菜|豪華綜合起司","捷運七張",""
"1111121","ipeen749164","金亮亮","2017/01/09",1,1,60,2,"/comment/1273169","很好","很滿意","很好",57,"","",""
"1111121","jjjjj914","★小珍★","2017/01/04",2,681,27,5,"/comment/1266608","很好","非常滿意","很好",42,"","",""
"1111121","chi803","齊媽","2016/10/08",2,7,59,4,"/comment/1163627","很好","很滿意","很好",46,"火腿奶油燻雞絲焗烤燉飯|雨田|手作流淚漢堡排|醬香蜜汁叉燒蛋餅|奶香焦糖珍珠吐司|白富美|麻油塔香素鮮菇焗飯|韓式風味燒珍肉義大利麵","早午餐|雨田|免服務費|巷弄美食|捷運七張|新店餐廳|平價",""
"1111121","ipeen1897241","Claire食旅生活","2017/07/22",1,1,6,0,"/comment/1448099","很好","滿意","好",60,"手作流淚漢堡排|鐵鍋蛋餅","捷運七張|巷弄美食|早午餐|免服務費|雨田|手作早午餐|新店餐廳|熱壓吐司|鐵鍋蛋餅|新店早午餐|新北鐵鍋蛋餅|新店早餐|雨田家|漢堡排|巷弄早午餐",""
"1111121","snoopycorona","史努比可樂娜","2017/02/23",0,621,4,0,"/comment/1315235","很好","滿意","好",60,"豪華綜合起司|阿嬤ㄟ酸菜|火腿奶油燻雞絲焗烤燉飯","捷運七張|平價|巷弄美食|早午餐|免服務費|雨田|新店餐廳|起司料理|熱壓吐司|手作早午餐",""
"978872","ipeen358573","橘沁澄","2015/10/06",0,1,21,0,"/comment/927126","很好","非常滿意","很好",26,"醇樸小鎮|高大鮮奶紅茶|早餐|乳酪餅|法式潛艇|燻雞捲餅|蘿蔔糕|手工全麥法國麵包<U+5494>啦雞腿","醇樸小鎮|早餐|三重|平價|醇樸小鎮SIMPLE|高大牧場鮮奶|雜糧西西里雞腿堡|其他類型早餐",""
"978872","roxfungkimo","寶小銘","2015/08/19",2,1,15,1,"/comment/902736","非常好","非常滿意","很好",38,"西西里雞腿捲餅|手工全麥法國麵包|高大牧場鮮奶|蘿蔔糕|鱈魚總匯|雜糧養生堡","醇樸小鎮|早餐|三重|平價",""
"978872","ipeen646412","汪喵嬉遊記","2015/08/07",2,1,31,1,"/comment/896438","非常好","非常滿意","非常好",33,"奇異蘋果汁|手工全麥法國麵包<U+5494>啦雞腿|鱈魚總匯|鳳梨苦瓜汁|蘿蔔糕|西西里雞腿捲餅","醇樸小鎮|早餐|三重|新北|推薦|平價|TOWN|醇樸小鎮SIMPLE",""
"978872","ipeen18323","土巴桑","2015/07/13",0,650,10,0,"/comment/884492","非常好","非常滿意","非常好",15,"醇樸小鎮|捲餅|德國香腸捲餅","醇樸小鎮|早餐|三重|新北",""
"978872","ipeen1075892","藍天×","2015/03/25",0,1,11,1,"/comment/829970","好","滿意","好",4,"","",""
"978872","ipeen765602","Molly Song","2014/12/19",0,1,18,1,"/comment/780192","非常好","非常滿意","非常好",28,"捲餅|總匯|高大鮮奶茶|乳酪餅|拿鐵咖啡|手工法國堡","醇樸小鎮|早餐|三重|新北|平價",""
"978872","ipeen529204","小六齁","2014/12/06",3,1,36,1,"/comment/773544","很好","很滿意","好",11,"雜糧西西里雞腿堡|早餐|醇樸小鎮|捲餅|總匯|高大鮮奶紅茶|燻雞捲餅|高大牧場鮮奶|法式潛艇|手工法國西西里雞腿|豬排三明治","醇樸小鎮|推薦|早餐|平價|新北|三重",""
"978872","ipeen1006466","老饕的最愛喜歡就打包","2014/12/06",0,742,13,0,"/comment/773470","非常好","非常滿意","非常好",42,"","醇樸小鎮|早餐|三重|推薦",""
"978872","ipeen1070532","靜,,","2014/12/03",2,825,19,1,"/comment/772042","很好","非常滿意","很好",21,"醇樸小鎮|捲餅|高大鮮奶紅茶|乳酪餅|總匯|拿鐵咖啡|手工法國西西里雞腿|德國香腸捲餅|高大牧場鮮奶|鮮奶茶","醇樸小鎮|早餐|三重|新北|推薦|平價",""
"978872","ipeen778356","妃靜","2014/11/29",0,1,15,0,"/comment/769882","非常好","非常滿意","非常好",43,"高大鮮奶紅茶|總匯|乳酪餅","醇樸小鎮|三重|推薦|平價",""
"978872","ipeen484910","愛吃又不想胖","2014/11/27",1,4,36,4,"/comment/768650","非常好","非常滿意","非常好",27,"","",""
"978872","ipeen142861","寶寶750","2014/11/27",2,932,38,2,"/comment/768594","非常好","非常滿意","非常好",29,"醇樸小鎮|雜糧西西里雞腿堡|高大鮮奶茶|捲餅|豬排三明治|高大鮮奶紅茶|燻雞捲餅|蔥抓餅加蛋加起士|手工法國西西里雞腿|拿鐵咖啡|乳酪餅","醇樸小鎮|新北|早餐|三重|平價",""
"978872","ipeen374391","迷籠的貓","2014/11/26",0,965,36,0,"/comment/768206","很好","很滿意","好",38,"早餐|捲餅|醇樸小鎮|高大鮮奶茶|法式潛艇|高大鮮奶紅茶|燻雞捲餅|乳酪餅","醇樸小鎮|三重|新北|早餐",""
"978872","NOYA","<U+2665>羽諾<U+266B>","2014/11/26",2,1,40,1,"/comment/768156","很好","很滿意","很好",61,"高大牧場鮮奶|蔥抓餅加蛋加起士|醇樸小鎮","醇樸小鎮|早餐",""
"978872","ipeen04116","小芝","2014/11/26",1,1,38,1,"/comment/768000","很好","非常滿意","很好",35,"醇樸小鎮|雜糧西西里雞腿堡|早餐|捲餅|高大鮮奶茶|高大鮮奶紅茶|高大牧場鮮奶|拿鐵咖啡|手工法國西西里雞腿|乳酪餅|法式潛艇|德國香腸捲餅","醇樸小鎮|早餐|新北|三重|推薦",""
"978872","ipeen908186","木可其土","2014/11/25",2,734,27,1,"/comment/767440","非常好","非常滿意","非常好",15,"醇樸小鎮|高大鮮奶茶|手工法國西西里雞腿|總匯|蔥抓餅加蛋加起士","醇樸小鎮|三重|新北|平價|推薦|早餐",""
"978872","ipeen698588","Lemon愛玉","2014/11/25",2,772,25,1,"/comment/767390","非常好","非常滿意","非常好",16,"燻雞捲餅|雜糧西西里雞腿堡|拿鐵咖啡|高大鮮奶紅茶|蕃茄肉醬鐵板麵加蛋","醇樸小鎮|早餐|推薦|平價|新北|三重",""
"978872","cissnei","Cissnei","2014/11/25",0,1,20,0,"/comment/767386","非常好","非常滿意","非常好",23,"醇樸小鎮|手工法國西西里雞腿|高大鮮奶茶|鮮奶茶|燻雞捲餅|蔥抓餅加蛋加起士","醇樸小鎮|早餐",""
"978872","ipeen1006466","老饕的最愛喜歡就打包","2014/11/25",0,1,24,0,"/comment/767266","非常好","非常滿意","非常好",10,"捲餅","醇樸小鎮|早餐",""
"978872","ipeen646412","汪喵嬉遊記","2014/11/25",3,1,35,3,"/comment/767264","非常好","非常滿意","非常好",30,"法式潛艇|總匯|捲餅|拿鐵咖啡|高大牧場鮮奶","醇樸小鎮|早餐|推薦|平價|新北|三重",""
"978872","chunchi82","愛吃的BB&MMWu","2014/11/24",0,820,25,2,"/comment/767082","非常好","非常滿意","非常好",29,"早餐|捲餅|法式潛艇|總匯","醇樸小鎮|早餐|推薦|平價|新北|三重",""
"978872","jjjjj914","★小珍★","2014/11/24",2,922,18,0,"/comment/766886","非常好","非常滿意","很好",11,"","",""
"978872","ipeen15226","亂髮魔女","2014/11/24",2,1,14,0,"/comment/766576","非常好","非常滿意","非常好",23,"醇樸小鎮|豬排三明治|雜糧西西里雞腿堡|早餐","醇樸小鎮|早餐",""
"978872","ipeen876320","Multimedia","2014/11/24",0,779,17,3,"/comment/766542","非常好","非常滿意","很好",11,"醇樸小鎮|豬排三明治|雜糧西西里雞腿堡|早餐","早餐|醇樸小鎮",""
"978872","ipeen507764","橘子雞排","2014/11/23",5,1,34,4,"/comment/766390","很好","很滿意","很好",38,"","",""
"978872","ipeen988100","章魚007","2014/11/23",0,793,36,2,"/comment/766316","很好","很滿意","非常好",32,"豬排三明治|雜糧西西里雞腿堡","醇樸小鎮|早餐",""
"978872","ipeen28431","茜","2014/11/22",4,3,27,1,"/comment/766082","非常好","非常滿意","很好",31,"醇樸小鎮|早餐","醇樸小鎮|早餐",""
"978872","ipeen1114380","doris0807","2015/10/04",0,380,6,0,"/comment/926334","好","滿意","好",27,"醇樸小鎮|捲餅|總匯|高大鮮奶紅茶|蕃茄肉醬鐵板麵加蛋","三重|醇樸小鎮|早餐|新北|平價|醇樸小鎮SIMPLE|捲餅|高大牧場鮮奶",""
"978872","chuchuYA","嫣嫣&斌斌-旅遊札記","2015/08/20",1,504,6,0,"/comment/903574","很好","很滿意","很好",59,"雜糧西西里雞腿堡|高大鮮奶紅茶|拿鐵咖啡|蔥抓餅加蛋加起士|德國香腸捲餅|蕃茄肉醬鐵板麵加蛋|雜糧養生堡","早餐|三重|新北|平價|醇樸小鎮SIMPLE|雜糧西西里雞腿堡|手工法國西西里雞腿|捲餅|其他類型早餐|高大牧場鮮奶",""
"978872","juishanchang","珊寨夫人(小珊珊)","2015/08/06",1,574,9,0,"/comment/896332","非常好","滿意","好",40,"","三重|其他類型早餐|手工法國西西里雞腿|捲餅|早餐|醇樸小鎮SIMPLE|TOWN|雜糧西西里雞腿堡|高大牧場鮮奶",""
"978872","aliceinwonder","艾麗貓","2015/07/31",0,540,10,0,"/comment/893268","很好","很滿意","很好",37,"醇樸小鎮|捲餅|總匯|早餐|拿鐵咖啡|乳酪餅|法式潛艇|手工法國堡|蕃茄肉醬鐵板麵加蛋|卡啦雞腿|雜糧養生堡|火腿起司|手工全麥法國麵包|蔥抓餅","醇樸小鎮|早餐|三重|新北|推薦|平價",""
"978872","ipeen1122276","陳德","2014/11/02",0,730,9,0,"/comment/756148","非常好","非常滿意","非常好",8,"","",""
"981402","ipeen1411514","惠兒愛美食","2018/01/07",9,502,21,0,"/comment/1574565","好","滿意","好",16,"","性格<U+305B><U+3044><U+304B><U+304F>|拉花咖啡|台南早午餐|隨機拉花",""
"981402","barbiepink0928","陸安妮","2017/09/11",1,389,13,0,"/comment/1488023","很好","非常滿意","非常好",29,"熱壓三明治","台南早午餐|早午餐|性格<U+305B><U+3044><U+304B><U+304F>|三明治|拉花咖啡|台南|台南下午茶|台南巷弄美食|性格|北區|性格咖啡|台南北區美食|抹茶|熱壓三明治|隨機拉花|棉花糖",""
"981402","ipeen755570","大尾&小仙","2017/08/25",0,419,18,1,"/comment/1475690","好","滿意","很好",35,"新鮮蔬果沙拉","台南早午餐|早午餐|性格<U+305B><U+3044><U+304B><U+304F>|拉花咖啡|台南巷弄美食",""
"981402","lisaeatingdiary","麗莎廖★","2016/10/30",4,1,20,3,"/comment/1189988","非常好","非常滿意","很好",26,"","台南早午餐|性格<U+305B><U+3044><U+304B><U+304F>|三明治|拉花咖啡|台南下午茶|台南|性格咖啡|早午餐|隨機拉花",""
