id,name_levenshtein_simple,name_trigram_simple,name_levenshtein_term,name_trigram_term,city_levenshtein_simple,city_trigram_simple,city_levenshtein_term,city_trigram_term,zip_levenshtein_simple,zip_trigram_simple,zip_levenshtein_term,zip_trigram_term,street_levenshtein_simple,street_trigram_simple,street_levenshtein_term,street_trigram_term,website_levenshtein_simple,website_trigram_simple,website_levenshtein_term,website_trigram_term,phone_levenshtein,phone_trigram,fax_levenshtein,fax_trigram,street_number_levenshtein,street_number_trigram,phone_equality,fax_equality,street_number_equality,is_match
993#998,0.666667,0.666667,0.4,0.428571,1,1,1,1,0.666667,0.571429,0.714286,0.454545,0.571429,0.571429,0.4,0.416667,0.657576,0.580556,0.42,0.358491,1.0,1.0,?,?,?,?,s,m,n,+1
8278#8279,0.216964,0.0178571,0.193548,0.0243902,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
12714#12715,0.191964,0.0357143,0.214286,0.0357143,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,-1
2055#2050,0.666667,0.666667,0.461538,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
3490#3493,0.232955,0.0314815,0.1,0.0277778,1,1,1,1,0.8,0.333333,0.8,0.333333,0.452381,0.25,0.428571,0.114286,?,?,?,?,?,?,?,?,0.75,0.25,m,m,n,-1
8895#8899,0.666667,0.666667,0.785714,0.857143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
2533#2527,0.666667,0.666667,0.421053,0.432432,0.666667,0.666667,0.555556,0.6,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
6461#6462,0,0,0.1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
8200#8185,0.208333,0,0.130435,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
2735#2719,0.6,0.6,0.458333,0.458333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8250#8265,0.170918,0,0.259259,0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8822#8830,0.6,0.509091,0.384615,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.428571432829,m,m,n,+1
7232#7233,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
8839#8842,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2271#2278,0.154762,0,0.214286,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.20000000298,?,?,?,?,n,m,m,-1
6459#6460,0.555556,0.5,0.125,0.28,1,1,1,1,0.8,0.333333,0.8,0.333333,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1485#1488,0.666667,0.666667,0.388889,0.421053,0.3,0.0588235,0.3,0.0588235,0.666667,0.666667,0.333333,0.428571,0.777778,0.75,0.764706,0.722222,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
11153#11154,0.191667,0,0.2,0,0.216667,0,0.2,0,0,0,0,0,0.32906,0.125875,0.216216,0.101695,?,?,?,?,0.1,0.047619048506,?,?,?,?,n,m,n,-1
1126#1133,0.449405,0.333333,0.348837,0.424242,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.727272727273,0.5,?,?,1.0,1.0,n,m,s,+1
10070#10071,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.571429,0.6,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
15962#15935,0.333333,0,0.190476,0,1,1,1,1,?,?,?,?,0.133333,0,0.111111,0,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
12196#12197,0.346032,0.151515,0.294118,0.113636,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
973#971,0.4,0.4,0.2,0.333333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
13161#13162,0.158333,0.0307692,0.2,0.0357143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.263157904148,?,?,0.75,0.428571432829,n,m,n,-1
2134#2143,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,0.857143,0.857143,0.866667,0.870968,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1152#1162,0.371429,0.285714,0.238095,0.3125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
6101#6104,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
1468#1466,0.8,0.8,0.7,0.714286,1,1,1,1,?,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2904#2912,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2163#2172,0.75,0.75,0.481481,0.56,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
2145#2141,0.666667,0.666667,0.666667,0.7,0.611111,0.222222,0.454545,0.5,0.8,0.333333,0.8,0.333333,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
3832#3830,0.267857,0,0.307692,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.333333343267,?,?,?,?,n,m,m,-1
3508#3511,0.354167,0.1,0.266667,0.04,1,1,1,1,1,1,1,1,0.3375,0.25,0.4,0.137931,?,?,?,?,0.636363636364,0.263157904148,?,?,0.666666666667,0.333333343267,n,m,n,-1
980#979,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
215#216,0.555556,0.5,0.3125,0.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
9291#9292,0.8,0.8,0.65,0.666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
9727#9728,0.407407,0.333333,0.333333,0.172414,1,1,1,1,1,1,1,1,0.237179,0.0434783,0.2,0.0769231,?,?,?,?,0.5,0.29411765933,0.6,0.375,?,?,n,n,n,-1
3508#3504,0.354167,0.125,0.266667,0.0416667,1,1,1,1,1,1,1,1,0.138889,0.0444444,0.1,0.0243902,?,?,?,?,0.636363636364,0.411764711142,?,?,0.5,0.285714298487,n,m,n,-1
10727#10728,0.131818,0.0222222,0.146341,0.0204082,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.1,0.047619048506,?,?,?,?,n,m,n,-1
1106#1121,0.5,0.5,0.357143,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,1.0,1.0,?,?,s,s,n,+1
12468#12469,0.194084,0,0.16129,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,-1
6687#6690,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
6994#6996,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
795#796,0.666667,0.666667,0.47619,0.5,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,0.363636363636,0.15000000596,?,?,1.0,1.0,n,m,s,+1
2447#2453,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1266#1268,0.228571,0,0.230769,0,?,?,?,?,?,?,?,?,?,?,?,?,0.506667,0.436364,0.387097,0.348837,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2101#2113,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.75,0.428571432829,s,m,n,+1
9099#9103,0.888889,0.888889,0.892857,0.888889,?,?,?,?,?,?,?,?,?,?,?,?,0.966667,0.916667,0.928571,0.833333,0.636363636364,0.411764711142,?,?,?,?,n,m,n,+1
2193#2192,0.4,0.333333,0.44,0.32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
5604#5598,1,1,1,1,1,1,1,1,0.8,0.5,0.8,0.5,0.446875,0.3125,0.368421,0.1875,?,?,?,?,1.0,1.0,?,?,0.5,0.25,s,m,n,-1
2897#2907,0.8,0.8,0.764706,0.777778,1,1,1,1,1,1,1,1,0.795833,0.701389,0.75,0.526316,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1037#1044,0.8,0.8,0.578947,0.631579,0.571429,0.363636,0.571429,0.363636,1,1,1,1,0.8,0.8,0.583333,0.594595,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
14276#14277,0.18125,0,0.12,0,1,1,1,1,1,1,1,1,0.975,0.890909,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
644#645,0.916667,0.785714,0.947368,0.73913,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
9069#9068,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
3651#3646,0.257143,0.0307692,0.142857,0.0357143,1,1,1,1,0.8,0.333333,0.8,0.333333,0.314815,0.222222,0.178571,0.08,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2207#2218,0.602564,0.535714,0.516129,0.405405,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.20000000298,?,?,1.0,1.0,n,m,s,+1
463855#565775,0.168254,0.0797203,0.235294,0.0666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,-1
798#800,0.666667,0.666667,0.428571,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.428571428571,0.166666671634,m,m,n,+1
6314#6315,1,1,1,1,1,1,1,1,1,1,1,1,0.964286,0.888889,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
12067#12068,0.45,0.28125,0.285714,0.344828,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
3943#3940,0.2,0.08,0.2,0.047619,1,1,1,1,1,1,1,1,0.433673,0.303571,0.363636,0.151515,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
14971#14972,0.332892,0.0434689,0.212121,0.0535714,1,1,1,1,1,1,1,1,0.714286,0.634921,0.818182,0.592593,?,?,?,?,?,?,?,?,0.0,0.0,m,m,n,-1
7388#7389,0.555556,0.5,0.368421,0.37037,1,1,1,1,1,1,1,1,0.666667,0.666667,0.392157,0.416667,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
2443#2455,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1271#1283,0.5625,0.5,0.1875,0.347826,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
4122#4118,0.598214,0.5,0.533333,0.342105,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
7303#7315,0.15,0,0.0588235,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
290#296,0.740741,0.666667,0.35,0.407407,0.555556,0.25,0.555556,0.25,1,1,1,1,0.857143,0.857143,0.8,0.8125,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8837#8836,0.283333,0.0509259,0.266667,0.0689655,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.454545454545,0.20000000298,?,?,1.0,1.0,n,m,s,+1
1372#1376,1,1,1,1,1,1,1,1,1,1,1,1,0.857143,0.857143,0.857143,0.863636,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
4163#4164,0.6,0.520833,0.733333,0.540541,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.428571428571,0.333333343267,m,m,n,-1
7307#7297,0.1875,0,0.117647,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
11055#11056,0.241126,0,0.222222,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8028#8035,0.227778,0.0431548,0.172414,0.04,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8203#8182,0.153741,0,0.173913,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.272727272727,0.0909090936184,?,?,?,?,n,m,n,-1
1987#1972,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2861#2862,0.857143,0.857143,0.8125,0.892857,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
7092#7093,1,1,0.28,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,1.0,1.0,?,?,s,s,n,+1
8179#8191,0.3875,0.117862,0.321429,0.101449,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.333333343267,?,?,0.285714285714,0.181818187237,n,m,n,-1
7192#7195,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
15833#15781,0.215213,0.0327776,0.181818,0.0166667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2663#2672,0.166905,0,0.2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2053#2060,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
3698#3708,0.191667,0,0.272727,0,1,1,1,1,0.8,0.333333,0.8,0.333333,0.526455,0.291358,0.269231,0.116279,?,?,?,?,?,?,?,?,0.6,0.428571432829,m,m,n,-1
13890#13891,0.52381,0.333333,0.484848,0.255814,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
3654#3661,0.178571,0,0.153846,0,1,1,1,1,1,1,1,1,0.198413,0.0208333,0.190476,0.0243902,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
6991#6989,0.693878,0.511905,0.8,0.454545,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
7223#7224,0.8,0.8,0.555556,0.578947,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
7356#7355,1,1,0.15,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.571428571429,0.166666671634,s,m,n,+1
3945#3949,0.244444,0.0384615,0.266667,0.0416667,1,1,1,1,1,1,1,1,0.206667,0.04,0.2,0.04,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1939#1947,0.666667,0.666667,0.5,0.538462,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
15233#15278,0.31,0.059893,0.26087,0.0555556,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1621#1624,0.642857,0.607143,0.588235,0.45,1,1,1,1,1,1,1,1,0.8,0.8,0.771429,0.823529,?,?,?,?,1.0,1.0,?,?,0.75,0.428571432829,s,m,n,+1
475596#720425,0.4,0.4,0.259259,0.307692,1,1,1,1,?,?,?,?,0.727273,0.727273,0.457143,0.5,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
12353#12354,0.329167,0.0555556,0.21875,0.0333333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
8826#8830,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.75,0.869565,0.740741,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
5766#5767,0.8,0.8,0.785714,0.8,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1951#1956,0.653061,0.571429,0.615385,0.4375,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
320#324,0.888889,0.888889,0.6,0.653846,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.181818181818,0.0909090936184,?,?,?,?,n,m,n,+1
8985#9003,0.466667,0.4,0.157895,0.304348,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2899#2906,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
145#149,0.544444,0.444444,0.5625,0.416667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2194#2204,0.571429,0.571429,0.344828,0.37931,0.666667,0.666667,0.454545,0.5,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
66#73,0.444643,0.333333,0.148148,0.147059,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1270#1265,0.333333,0.333333,0.212121,0.235294,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
11149#11150,0.191667,0,0.0434783,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1853#1860,1,1,0.368421,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
8196#8165,0.166667,0,0.133333,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
215#222,0.666667,0.666667,0.375,0.411765,0.666667,0.666667,0.454545,0.5,1,1,1,1,0.857143,0.857143,0.833333,0.842105,?,?,?,?,0.909090909091,0.714285731316,?,?,1.0,1.0,n,m,s,+1
2512#2524,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
391#19,0.4,0.4,0.3125,0.217391,1,1,1,1,1,1,1,1,0.888889,0.888889,0.857143,0.863636,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1704#1705,0.666667,0.666667,0.3125,0.352941,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2032#2044,0.666667,0.666667,0.463415,0.575,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8991#9007,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
5678#5680,0.909091,0.909091,0.487179,0.717949,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
9043#9051,0.933333,0.933333,0.916667,0.9375,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2140#2143,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1256#1274,0.571429,0.571429,0.459459,0.486486,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
8867#8871,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
13011#13012,0.225397,0.0285714,0.2,0.0285714,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,-1
2379#2381,0.666667,0.666667,0.736842,0.636364,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2015#2024,0.8,0.8,0.675676,0.675676,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1131#1136,0.5,0.4,0.625,0.391304,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8259#8261,0.0968915,0.0314815,0.038961,0.0133333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1736#1738,0.5,0.5,0.291667,0.32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1096#1097,0.663492,0.571429,0.551724,0.4375,1,1,1,1,0.8,0.5,0.8,0.5,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
235067#497109,0.208333,0.0512821,0.0833333,0.047619,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
5239#5240,0.357407,0.118056,0.208333,0.16129,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
10056#10057,0.25,0.0333333,0.117647,0.0322581,1,1,1,1,1,1,1,1,0.404545,0.290909,0.4,0.166667,?,?,?,?,0.6,0.375,?,?,?,?,n,m,n,-1
1089#1102,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
859#864,0.666667,0.666667,0.5,0.545455,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
3492#3484,0.175,0,0.05,0,1,1,1,1,1,1,1,1,0.164286,0,0.142857,0,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
458#461,0.270635,0.0855615,0.191489,0.0722892,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,1.0,1.0,?,?,s,s,n,+1
14963#14952,1,1,1,1,0.283333,0.0285714,0.235294,0.0357143,0.4,0,0.4,0,0.3625,0.24,0.25,0.166667,?,?,?,?,0.5,0.222222223878,?,?,?,?,n,m,n,-1
1715#1717,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
884#889,0.75,0.75,0.59375,0.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8851#8859,0.152381,0,0.148148,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
8931#8938,0.125,0,0.125,0,0.666667,0.666667,0.5,0.545455,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
4849#4850,0.309524,0.0428571,0.2,0.0526316,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
1233#1238,0.121769,0,0.0740741,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,+1
2660#2676,0.8,0.8,0.421053,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
1988#1986,0.571429,0.5,0.307692,0.388889,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8925#8929,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
6121#6123,0.692308,0.615385,0.395349,0.528302,0.4,0.4,0.346154,0.37037,?,?,?,?,0.893491,0.862179,0.97561,0.878049,0.445049,0.294381,0.28866,0.1875,1.0,1.0,?,?,?,?,s,m,n,+1
1986#1987,0.653061,0.571429,0.615385,0.466667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
8090#8192,0.145,0,0.181818,0,1,1,1,1,1,1,1,1,0.142857,0.0571429,0.222222,0.0333333,?,?,?,?,?,?,?,?,0.75,0.428571432829,m,m,n,-1
7256#7258,0,0,0,0,1,1,1,1,0.8,0.333333,0.8,0.333333,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
1234#1239,1,1,0.142857,1,0.666667,0.666667,0.454545,0.5,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
784723#854297,1,1,0.571429,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,+1
1613#1614,0.625,0.466667,0.888889,0.583333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.5,0.285714298487,s,m,n,+1
2008#2005,0.571429,0.571429,0.208333,0.464286,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2375#2384,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
5580#5581,1,1,0.692308,1,1,1,1,1,?,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2597#2598,0.571429,0.571429,0.4,0.368421,?,?,?,?,?,?,?,?,?,?,?,?,0.964286,0.9,0.95,0.826087,?,?,?,?,1.0,1.0,m,m,s,+1
8821#8832,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,+1
2093#2095,0.111111,0.0555556,0.133333,0.0384615,?,?,?,?,?,?,?,?,?,?,?,?,0.494505,0.428571,0.27451,0.203125,1.0,1.0,1.0,1.0,?,?,s,s,n,+1
1329#1337,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,+1
2207#2208,0.358974,0.333333,0.290323,0.222222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.363636363636,0.20000000298,?,?,1.0,1.0,n,m,s,+1
12252#12253,0.526667,0.412121,0.311475,0.279412,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
4003#4004,0.0666667,0,0.117647,0,1,1,1,1,1,1,1,1,0.324653,0.05,0.315789,0.0277778,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
